gene_id,f1.expected_count,f2.expected_count,f3.expected_count,f4.expected_count,f5.expected_count,f6.expected_count
ENSDARG00000089138,464,549,386,688,444,602
ENSDARG00000089139,64,69,43,102,68,90
ENSDARG00000089142,89,113,109,164,110,126
ENSDARG00000089149,131,113,78,116,156,97
ENSDARG00000089156,86,117,90,159,99,78
ENSDARG00000089158,51.05,35.44,22.22,36.06,38.84,52.78
ENSDARG00000089159,263.45,261.8,187.45,372.54,301.24,311.18
ENSDARG00000089162,423,465,354,569,506,484
ENSDARG00000089164,0,0,0,0,0,0
ENSDARG00000089172,47,71,61,72,46,61
ENSDARG00000089177,367,415,350,529,471,452
ENSDARG00000089179,87.18,87.35,52.11,120.25,105.2,87.86
ENSDARG00000089181,6,10,7,15,13,12
ENSDARG00000089183,3,0,1,1,4,1
ENSDARG00000089185,0,0,0,0,0,0
ENSDARG00000089187,372,382,263,407,525,424
ENSDARG00000089190,280.52,345.05,264,407.01,182.34,360
ENSDARG00000089192,21.13,18,12,26.24,18.45,32.33
ENSDARG00000089193,11,21,14,15,9,19
ENSDARG00000089196,0,0,0,0,0,0
ENSDARG00000089200,17,20.95,14,20,18,21.76
ENSDARG00000089201,0,0,1,1,0,0
ENSDARG00000089202,3,2,4,4,4,6
ENSDARG00000089204,2209,2071,1544,2513.58,2753,2361
ENSDARG00000089205,116,104,50,73,83,103
ENSDARG00000089207,318,330,250,360,291,374
ENSDARG00000089212,172,158,154,219,178,206
ENSDARG00000089213,168,232,138,239,124,183
ENSDARG00000089216,3,0,2,2,3,3
ENSDARG00000089217,59,71,48,67,44,81
ENSDARG00000089221,272,292,227,305,335,333
ENSDARG00000089223,202,182,107,214,142,204
ENSDARG00000089225,408,512,345,608,465,451
ENSDARG00000089227,145,132,116,194,144,151
ENSDARG00000089230,278,292,219,429,232,309
ENSDARG00000089232,690.57,895.31,669.86,1050.86,729.51,930.53
ENSDARG00000089233,36,28,40,63,58,60
ENSDARG00000089235,57,77,57,61,70,80
ENSDARG00000089236,90,87,79,110.85,93,110.87
ENSDARG00000089237,11,28,13,19,21,15
ENSDARG00000089243,468,533,416,626,561,567
ENSDARG00000089245,504,422,396,639,706,501
ENSDARG00000089248,1,1,2,1,2,2
ENSDARG00000089255,512.92,678.04,502.35,700.09,640.89,664.96
ENSDARG00000089260,157,139,146,217,177,201
ENSDARG00000089262,45,73,54,56,29,46
ENSDARG00000089271,1022,1769,1159,1774,998,1413
ENSDARG00000089276,25,28,21,24,14,28
ENSDARG00000089291,201,170,141,177,186,213
ENSDARG00000089292,90,160,101,149.98,62.79,133
ENSDARG00000089296,148.78,289.71,171.2,299.22,236.55,216.35
ENSDARG00000089297,7.25,13.36,6.36,17.81,0,7.31
ENSDARG00000089302,4153.58,5097.45,3730.71,5441.97,3638.04,4937.66
ENSDARG00000089303,351,343,288,460,437,406
ENSDARG00000089304,11.6,10.61,11.68,23.65,29.86,17.44
ENSDARG00000089307,159,165,177,324,387,201
ENSDARG00000089310,3134,3312,2405,3306,3537,3664
ENSDARG00000089312,56.4,36.21,56.37,87.3,153.39,58.4
ENSDARG00000089314,1419,2299,1439,2205,876,2099
ENSDARG00000089318,76.25,77.78,50.3,99.03,58.29,83.56
ENSDARG00000089320,13,16,10,19,14,16
ENSDARG00000089326,125.78,177.79,133.79,208,98.81,152.69
ENSDARG00000089327,3,0,1,3,4,3
ENSDARG00000089331,6,10,9,7,13,13
ENSDARG00000089333,0,4,3,1,4,3
ENSDARG00000089334,168,198,122,232,181,255
ENSDARG00000089338,265,256,190,324,303,298
ENSDARG00000089340,118.09,175.06,123.03,228.09,119.28,167
ENSDARG00000089345,8,10,9,10,3,16
ENSDARG00000089354,359,346,246,393,350,412
ENSDARG00000089355,657,761,560,989,527,814
ENSDARG00000089357,60,109,60,82,54,86
ENSDARG00000089361,954,953,692,1165,846,1106
ENSDARG00000089362,574.33,484.42,380.36,502.41,494.33,591.27
ENSDARG00000089368,1184,1096,780,1270,1458,1357
ENSDARG00000089369,474,528,382,640,442,581
ENSDARG00000089371,0,0,0,0,0,0
ENSDARG00000089372,2296,2167,1813,3207,2430,2485
ENSDARG00000089377,2,0,3,2,3,3
ENSDARG00000089382,435933.71,429613.19,359136.6,528784.01,439409.41,453874.23
ENSDARG00000089383,14,16,25,46,50,14
ENSDARG00000089385,0,0,0,0,0,0
ENSDARG00000089388,9.12,16.42,16.31,15.55,28.97,22.89
ENSDARG00000089390,142,149,137,260,160,175
ENSDARG00000089399,760,671,615,1154,1168,1027
ENSDARG00000089402,30.51,50.21,31.46,44.46,57.8,24.09
ENSDARG00000089404,6,10,9,11,7,4
ENSDARG00000089413,3715,3781,2931,4554,4744,4136
ENSDARG00000089418,2200,2527,2133,3061,3056,2432
ENSDARG00000089428,381,386,289,543,347,526
ENSDARG00000089429,6125,5890,3435,5433,5913,6590
ENSDARG00000089432,9,4,4,13,29,6
ENSDARG00000089434,20,25,30,26,38,17
ENSDARG00000089435,23,26,24,27,17,28
ENSDARG00000089441,3986,3998,2067,3399,2868,4764
ENSDARG00000089444,29,25,28,38,36,28
ENSDARG00000089456,488,592,410,677,594,604
ENSDARG00000089458,228.16,409.15,315,475.06,204,342.23
ENSDARG00000089461,83,85,61,91,66,92
ENSDARG00000089463,29,31,17,36,27,27
ENSDARG00000089467,51,92,75,80,50,91
ENSDARG00000089471,0,0,0,1,1,2
ENSDARG00000089475,908.15,871.43,899.37,1274.22,1617.18,1061.23
ENSDARG00000089477,183,202,167,287,231,269
ENSDARG00000089478,0,0.5,0,0,0,0
ENSDARG00000089480,653,666,528,794,793,748
ENSDARG00000089485,11.27,14.2,12.11,25.17,9.46,26.36
ENSDARG00000089486,122,265,184,232,112,159
ENSDARG00000089489,399,345,197,337,330,342
ENSDARG00000089490,32,23,25,30,13,39
ENSDARG00000089502,0,0,0,0,0,0
ENSDARG00000089503,34.96,36.37,17.08,47.83,41.16,56.44
ENSDARG00000089505,534,715,462,785,540,649
ENSDARG00000089507,942.03,1001.05,697.1,1084.39,1098.17,1263.2
ENSDARG00000089511,137,139,79,129,204,147
ENSDARG00000089513,13.1,8.81,11.2,11.46,5.43,19.03
ENSDARG00000089515,0,0,0,0,0,0
ENSDARG00000089517,207,198,238,241,204,164
ENSDARG00000089519,336,319,233,433,381,360
ENSDARG00000089525,0,0,0,0,0,0
ENSDARG00000089529,364,322,264,439,384,441
ENSDARG00000089536,49,93,52,88,25,92
ENSDARG00000089538,41,62,28,72,17,48
ENSDARG00000089547,0,0,0,0,0,0
ENSDARG00000089549,121,187,132,177,145,159
ENSDARG00000089552,5,5,4,4,6,10
ENSDARG00000089553,40.5,101.41,66.89,110.45,69.16,91.79
ENSDARG00000089556,79.11,58.7,56.56,95.63,84.28,96.28
ENSDARG00000089562,108,172,130,175,82,148
ENSDARG00000089563,5.12,5.08,6,11.45,13,12.28
ENSDARG00000089564,514,540,368,587,499,565
ENSDARG00000089567,3,4,4,10,7,6
ENSDARG00000089569,13,29,17,32,30,31
ENSDARG00000089570,6,5,7,7,8,9
ENSDARG00000089572,314,319,288,414,362,397
ENSDARG00000089578,21,21,18,20,22,33
ENSDARG00000089581,435,511,330,506,408,582
ENSDARG00000089582,101.11,113.09,78.69,129.35,157.58,112.84
ENSDARG00000089586,42,41,51,64,32,59
ENSDARG00000089593,0,0,0,0,0,0
ENSDARG00000089598,88,93,67,122,86,106
ENSDARG00000089602,25.2,25.42,13.83,14.16,25.53,33.57
ENSDARG00000089607,0,0,0,0,0,0
ENSDARG00000089616,215,265,171,269,138,277
ENSDARG00000089617,12.86,15.98,6.35,17.94,23.62,14.75
ENSDARG00000089622,22,21,9,22,19,22
ENSDARG00000089626,1613,1572,1219,1857,1527,1835
ENSDARG00000089627,2,4.29,0,2.5,1.5,1.5
ENSDARG00000089634,0,0,0,0,0,0
ENSDARG00000089636,4.15,1.06,3.23,6.85,2.55,4.61
ENSDARG00000089637,493,450,330,497,413,489
ENSDARG00000089640,34,19,13,28,15,30
ENSDARG00000089641,161,197,118,201,147,177
ENSDARG00000089643,1060,1335,899,1473,1013,1325
ENSDARG00000089645,638,634,456,717.26,756.6,722
ENSDARG00000089646,442,569,416,637,533,575
ENSDARG00000089649,0,0,0,0,0,0
ENSDARG00000089661,20,12,19,29,22,22
ENSDARG00000089663,544,531,389,599,591,570
ENSDARG00000089667,10.63,11.78,6.08,18.44,23.7,15.81
ENSDARG00000089681,1438,1501,1250,1858,1689,1642
ENSDARG00000089689,0,3,0,2,0,1
ENSDARG00000089691,65,111,67,115,86,131
ENSDARG00000089697,194,168,132,197,124,174
ENSDARG00000089698,215,274,190,238,250,249
ENSDARG00000089701,104,109,88,131,110,109
ENSDARG00000089705,167,166,127,211,193,192
ENSDARG00000089706,80,81,56,82,95,87
ENSDARG00000089709,61,69,49,85,67,81
ENSDARG00000089713,8.39,11.75,12.7,17.82,10.54,10.5
ENSDARG00000089715,5,8,5,5,9,8
ENSDARG00000089717,385,446,320,529,339,495
ENSDARG00000089720,71,79,45,103,80,86
ENSDARG00000089724,60,90,216,336,506,71
ENSDARG00000089742,127,198,156,215,87,182
ENSDARG00000089747,0,1,0,0,0,1
ENSDARG00000089749,34,21,8,12,7,37
ENSDARG00000089750,3.08,2.3,0,3.41,4.09,1.76
ENSDARG00000089758,2,1,0,1.03,4.45,2.21
ENSDARG00000089765,0,1,0,0,0,0
ENSDARG00000089766,260,403,295,432,291,360
ENSDARG00000089767,864,956,702,1166,867,954
ENSDARG00000089769,2832,3180,2082,3078,2433,3463
ENSDARG00000089780,23,21,18,25,22,25
ENSDARG00000089781,77,132,71,136,63,114
ENSDARG00000089787,601,600,387,736,503,634
ENSDARG00000089790,546,671,509,732,663,692
ENSDARG00000089791,1633,2082,1468,2340,2033,2125
ENSDARG00000089794,4.98,0,11,0,0,0
ENSDARG00000089795,370,517,394,530,403,527
ENSDARG00000089799,4,0,3,2,2,2
ENSDARG00000089800,45,54,31,62,38,50
ENSDARG00000089802,22,18,2,16,15,15
ENSDARG00000089805,662,857,636,899,678,812
ENSDARG00000089806,0,5.72,0,1.9,0,4.6
ENSDARG00000089814,57.85,69.61,45.28,69.73,85.26,77.69
ENSDARG00000089821,106,100,74,143,117,112
ENSDARG00000089824,75,75,49,98,57,81
ENSDARG00000089828,462,490,376,641,532,625
ENSDARG00000089829,40,45.43,57.13,65.29,47.99,47.67
ENSDARG00000089831,69.7,46.34,34.87,83,63.48,63.01
ENSDARG00000089833,167,169,147,197,173,177
ENSDARG00000089836,707,706,594,957,933,805
ENSDARG00000089837,53,43,49,73,54,61
ENSDARG00000089838,217,194,187,266,268,231
ENSDARG00000089839,3.75,2.66,5.55,6.09,5.22,7.11
ENSDARG00000089844,305,347,254,432,356,375
ENSDARG00000089845,0,0,0,0,0,0
ENSDARG00000089848,0,0,0,0,0,0
ENSDARG00000089852,26.5,20.37,10.83,26.55,21.2,25.21
ENSDARG00000089853,8,13,7,15,14,10
ENSDARG00000089856,598,909,631,933,419,773
ENSDARG00000089858,143,183,148,188,155,214
ENSDARG00000089860,82.95,118,68,109.89,60.9,122.6
ENSDARG00000089861,691,768,553,865,754,772
ENSDARG00000089862,57,70,43,91,59,94
ENSDARG00000089868,7,7,6,7,7,4
ENSDARG00000089869,0,0,0,0,0,1
ENSDARG00000089871,890,1037,798,1254,793,1060
ENSDARG00000089873,2,9,2,5,3,5
ENSDARG00000089874,254.16,401.42,241.59,392.95,143.61,346.87
ENSDARG00000089875,28.17,20.69,36.73,18.98,34.66,35.8
ENSDARG00000089877,1435,1643,1273,1843,1745,1641
ENSDARG00000089878,485,535,449,646,510,552
ENSDARG00000089879,8,8,7,14,8,6
ENSDARG00000089883,110,169,124,154,117,165
ENSDARG00000089885,709,642,621,1138,1064,778
ENSDARG00000089886,1557,1827,1387,1992,1627,1861
ENSDARG00000089887,10,12,5,11,9,8
ENSDARG00000089888,872,835,682,1077,770,942
ENSDARG00000089889,66.53,80.12,43.96,86.56,50.36,74.73
ENSDARG00000089891,0,0,0,0,0,0
ENSDARG00000089892,6,13,6,9,15,8
ENSDARG00000089893,643,851,627,885,608,801
ENSDARG00000089894,0,0,1,2,0,0
ENSDARG00000089901,0,0,0,0,0,0
ENSDARG00000089903,15,21,15,12,18,22
ENSDARG00000089904,160.21,138.51,100.59,185.98,151.01,173.63
ENSDARG00000089908,135,119,99,144,124,190
ENSDARG00000089913,227,310,198,309,174,257
ENSDARG00000089914,310,434,330,399,299,381
ENSDARG00000089917,904,875,769,1192,1164,1000
ENSDARG00000089919,454,433,318,571,542,547
ENSDARG00000089920,670,713,615,1062,993,781
ENSDARG00000089921,279,223,209,325,326,306
ENSDARG00000089922,169,140,118,168,163,168
ENSDARG00000089924,963.83,1041.97,752.54,1132.9,961.74,1079.33
ENSDARG00000089930,241,361,265,404,258,393
ENSDARG00000089933,80,74,85,118,110,84
ENSDARG00000089934,174.37,117.72,160.31,144.12,143.23,108.12
ENSDARG00000089936,2014,1790,1256,2153,2438,2254
ENSDARG00000089940,109.23,152.02,124.2,163.9,100.31,120.76
ENSDARG00000089943,32,40,24,50,25,40
ENSDARG00000089947,95,135,82.44,121,91,117.51
ENSDARG00000089951,50,66,47,69,65,62
ENSDARG00000089952,5,8,11,13,10,8
ENSDARG00000089953,35.78,49.99,31.82,53.87,38.01,37.33
ENSDARG00000089954,1,2,3,1,2,4
ENSDARG00000089958,0,1.35,2.41,2.13,1.65,0.24
ENSDARG00000089959,0,2,1,1,1,0
ENSDARG00000089961,55,71,46,106,56,78
ENSDARG00000089966,0,0,0,0,0,0
ENSDARG00000089967,222.87,240.89,169.01,270.61,186.05,223.33
ENSDARG00000089974,15,26,12,30,28,21
ENSDARG00000089976,640,634,516,734,748,638
ENSDARG00000089981,1083,1278,1032,1505,905,1324
ENSDARG00000089983,25,31,25,37,22,26
ENSDARG00000089994,13,13,23,20.96,28,18
ENSDARG00000089995,1,0,1,1,0,0
ENSDARG00000090002,2,2,2,4,3,7
ENSDARG00000090013,51,57,47,75,56,56
ENSDARG00000090015,78.86,72.58,73.82,108.43,101.23,92.17
ENSDARG00000090026,40,38,29,38,15,30
ENSDARG00000090033,81.47,104.92,107.2,121.03,119.12,136.37
ENSDARG00000090035,299,445,322,448,345,421
ENSDARG00000090036,229.18,320.45,207.9,326.2,257.15,279.17
ENSDARG00000090038,8,7,2,6,12,5
ENSDARG00000090039,692,719,597,852,750,831
ENSDARG00000090041,0,1.86,0,0,0,0
ENSDARG00000090052,15,8,13,22,16,19
ENSDARG00000090054,1265.44,1688.24,1157.77,1894.71,1087.83,1621.95
ENSDARG00000090061,3.79,4,1,5,4.81,5
ENSDARG00000090062,637,785,551,802,616,714
ENSDARG00000090063,1803,1681,1536,2535,1701,2010
ENSDARG00000090064,169,191,144,212,114,180
ENSDARG00000090071,41,72,40,72,30,56
ENSDARG00000090072,652,602,477,843,705,800
ENSDARG00000090081,5,11,5,16,3,11
ENSDARG00000090086,330.94,432,367.97,464,353.97,396.93
ENSDARG00000090097,15.03,14.08,10.52,12.01,6.75,16.6
ENSDARG00000090098,0,0,0,0,0,0
ENSDARG00000090099,5.06,5.06,0,1.02,1,4.05
ENSDARG00000090106,149,278,171,283,100,180
ENSDARG00000090107,3.55,8.57,7.35,15.81,11.39,16.37
ENSDARG00000090108,141,192,167,185,88,191
ENSDARG00000090116,45.07,26.8,28,50.99,46.46,47.51
ENSDARG00000090118,0,0,0,0,0,0
ENSDARG00000090120,117.9,126.58,101.99,158.23,163.79,154.42
ENSDARG00000090126,43,74,51,78,30,53
ENSDARG00000090140,37,58,34,49,53,47
ENSDARG00000090142,249,246,194,335,170,235
ENSDARG00000090145,149,181,126,227,159,174
ENSDARG00000090152,128.97,142.14,100.84,186.04,181.04,173
ENSDARG00000090153,67,75,48.13,93,69,89.17
ENSDARG00000090156,503,490,401,707,659,588
ENSDARG00000090159,10,15,15,29,21,13
ENSDARG00000090160,150.78,215.67,117.73,230.67,231.29,227.42
ENSDARG00000090164,42,92,55,82,27,53
ENSDARG00000090167,0,0,0,0,0,0
ENSDARG00000090170,777,1310,868,1399,634,1158
ENSDARG00000090171,33,38,21,41,29,40
ENSDARG00000090177,0,0,0,0,0,0
ENSDARG00000090179,22,18,17,21,10,22
ENSDARG00000090181,57,47,47,67,59,55
ENSDARG00000090183,593,891,598,873,519,764
ENSDARG00000090185,3268,2830,2181,3336,3358,3581
ENSDARG00000090190,911,1147,719,1344,782,1174
ENSDARG00000090192,33.57,31.17,19.77,37.55,43.52,39.6
ENSDARG00000090193,10.54,7.75,9.49,21.5,16.01,8.63
ENSDARG00000090194,504,444,358,576,662,583
ENSDARG00000090195,288,429,296,467,345,412
ENSDARG00000090198,0,0,0,0,0,0
ENSDARG00000090202,12,12,8,8,6,12
ENSDARG00000090213,328,423,326,482,387,407
ENSDARG00000090214,0,0,0,0,0,0
ENSDARG00000090219,593,679,528,842,867,697
ENSDARG00000090223,918.34,1048.39,776.82,1235.16,1100.92,1113.27
ENSDARG00000090228,12819.12,11679.81,9036.99,14503.41,12930.78,12834.05
ENSDARG00000090230,204,241,198,293,203,259
ENSDARG00000090232,327,423,355,528,378,403
ENSDARG00000090237,0,4.11,0,0,0,0
ENSDARG00000090253,105,87,76,88,118,89
ENSDARG00000090255,14,43,26,28,17,26
ENSDARG00000090267,0,1,0,3,2,1
ENSDARG00000090268,86267,75824,46099,66434,71676,85293
ENSDARG00000090277,1,1,1,2,1,1
ENSDARG00000090286,13766.91,13194.78,9076,15732.01,15967.05,15834.53
ENSDARG00000090292,82,89,58,84,93,87
ENSDARG00000090297,141,134.91,108,167.75,156,172.98
ENSDARG00000090301,429,498,382,513,382.01,420
ENSDARG00000090304,56,76,49,78,58,62
ENSDARG00000090309,803,807,648,1012,824,864
ENSDARG00000090310,0,2.17,1,1.13,1.07,1.13
ENSDARG00000090319,1,1,0,1,1,2
ENSDARG00000090326,116,195,109,194,106,167
ENSDARG00000090337,433,447,369,715,466,552
ENSDARG00000090338,293,433,271,412,211,384
ENSDARG00000090340,156,132,120,204,89,154
ENSDARG00000090344,1,0,8,7,24,0
ENSDARG00000090345,0,0,0,0,0,0
ENSDARG00000090346,495,642,355,581,373,656
ENSDARG00000090347,0,0,0,0,0,0
ENSDARG00000090348,61.5,86.44,62.86,87.15,39.44,70.29
ENSDARG00000090352,350,227,246,824,464,359
ENSDARG00000090355,1,2.11,0,0.5,0,0
ENSDARG00000090366,72.95,77.72,38.49,63.28,61.81,60.71
ENSDARG00000090367,0,0,0,0,0,0
ENSDARG00000090368,0,0,1,0,0,0
ENSDARG00000090369,8238.34,8047.4,4919.42,7083.27,7884.21,8631.25
ENSDARG00000090371,379,372,287,534,558,439
ENSDARG00000090372,0,1,0,0,0,2
ENSDARG00000090380,0,0,0,0,1,0
ENSDARG00000090381,51,67,28,76,23,80
ENSDARG00000090386,293,293,245,381,453,345
ENSDARG00000090387,51,84,56,74,35,89
ENSDARG00000090389,1344,1282,984,1652,1509,1430
ENSDARG00000090392,16.89,12.61,16.04,21.47,30.83,24.49
ENSDARG00000090396,22,19,14,28,24,16
ENSDARG00000090398,23,38,16,32,14,45
ENSDARG00000090401,65,60,61,94,111,73
ENSDARG00000090408,59,79,55.57,106.52,27,102.35
ENSDARG00000090416,54,73,84,147,162,75
ENSDARG00000090418,250,298,195,328,275,312
ENSDARG00000090421,69,122,98,122,52,106
ENSDARG00000090427,50,57,41,55,51,59
ENSDARG00000090428,6698.62,18743.27,10621.08,22494.96,16625.83,9283.33
ENSDARG00000090429,21,20,11,17,14,24
ENSDARG00000090444,371,342,261,323,403,369
ENSDARG00000090447,100,112,92,135,105,145
ENSDARG00000090449,5,6,5,6.01,9,3
ENSDARG00000090454,5455,7826,5720,8671,6372,6685
ENSDARG00000090457,1,1,0,2,2,0
ENSDARG00000090461,8.26,3.41,7.02,7.93,5,3.21
ENSDARG00000090462,466,405,322,510,606,489
ENSDARG00000090464,1,1,2,1,1,0
ENSDARG00000090468,72,96,60,121,81,92
ENSDARG00000090469,6.05,12.08,5.02,10.09,8.05,9.06
ENSDARG00000090471,1,0,0,1,0,0
ENSDARG00000090472,50,63,47,72,62,72
ENSDARG00000090473,25,21,24,31,31,22
ENSDARG00000090480,19.7,38.82,25.81,61.82,50.53,38.47
ENSDARG00000090481,857,1171,952,1306,686,1128
ENSDARG00000090486,58,59,47,76,67,53
ENSDARG00000090489,8,9,4.71,10,5,4
ENSDARG00000090496,95,177,86,157,50,155
ENSDARG00000090499,20,30,15,37,11,15
ENSDARG00000090501,0,0,0,0,0,0
ENSDARG00000090503,102.71,123.34,91.65,125.99,73.54,95.9
ENSDARG00000090512,499,606,380,624,561,562
ENSDARG00000090524,22.08,38.33,23.2,28.15,32.13,33.28
ENSDARG00000090526,212,214,446,590,939,257
ENSDARG00000090537,20,30,19,25,34,27
ENSDARG00000090543,137.11,170.41,148.87,185.04,140.88,137.39
ENSDARG00000090544,82,97,80,139,76,79
ENSDARG00000090547,0,0,0,0,0,0
ENSDARG00000090548,319,320,313,483,418,365
ENSDARG00000090551,0,0,0,0,0,0
ENSDARG00000090552,1612,1505,1309,1990,2254,1808
ENSDARG00000090557,88.84,61.63,63.22,57.16,49.28,86.21
ENSDARG00000090560,148,137,84,145,154,135
ENSDARG00000090564,159,213,125,227,103,191
ENSDARG00000090568,271,259,165,282,333,294
ENSDARG00000090570,8.15,10.77,4.12,9.59,2.65,5.5
ENSDARG00000090572,0,0,0,0,0,0
ENSDARG00000090577,1,1,0,1,3,1
ENSDARG00000090581,203,190,148,261,240,227
ENSDARG00000090585,333,449,323,435,310,421
ENSDARG00000090592,1.5,0,1.5,0,0,0
ENSDARG00000090598,50,62,38,66,36,70
ENSDARG00000090600,426,466,328,401,383,567
ENSDARG00000090601,1.06,0.73,4.57,3.26,2.18,3.52
ENSDARG00000090604,0,0,0,1.5,0,0
ENSDARG00000090607,16,20,23,29,32,15
ENSDARG00000090612,0,1.19,0.94,0,0,0
ENSDARG00000090615,929,897,789,1203,1200,1042
ENSDARG00000090617,127,135,86,166,82,130
ENSDARG00000090618,508,575,424,791,481,582
ENSDARG00000090623,311,326,247,410,301,313
ENSDARG00000090624,302,525,340,498,302,447
ENSDARG00000090625,111.97,109.95,80,131,155,130
ENSDARG00000090628,2,7,4,5,8,2
ENSDARG00000090629,6,7,5,10,15,11
ENSDARG00000090630,0,0,0,0,0,0
ENSDARG00000090632,0,0,0,0,1,2
ENSDARG00000090634,327.23,398.61,328.48,440.73,507.61,415.22
ENSDARG00000090635,118.28,85.71,66.13,155.66,97.52,100.86
ENSDARG00000090637,67,57,58,94,71,56
ENSDARG00000090638,28,16,14,23,23,22
ENSDARG00000090642,123,196,123,182,75,169
ENSDARG00000090646,97,188,117,161,64,153
ENSDARG00000090649,0,0,1,3,5,0
ENSDARG00000090654,898,1251,959,1402,969,1144
ENSDARG00000090656,106,200,111,186,65,191
ENSDARG00000090664,10,7,1,10,11,5
ENSDARG00000090670,0,1,0,1,0,0
ENSDARG00000090673,39,56,52,62,52,62
ENSDARG00000090675,305,333,277,445,379,321
ENSDARG00000090676,0,0,0,0,0,0
ENSDARG00000090679,363,449,316,468,342,435
ENSDARG00000090685,65,59,29,66,47,60
ENSDARG00000090686,15,18,7,14,14,19
ENSDARG00000090687,358,464,298,462,304,479
ENSDARG00000090690,752,1018,685,1068,787,893
ENSDARG00000090694,0,0,0,0,0,0
ENSDARG00000090696,12,11,7,12,12,15
ENSDARG00000090697,11247,10869,8391,13086,13484,11797
ENSDARG00000090698,9,8,2,10,6,12
ENSDARG00000090699,5,3,2,7,3,8
ENSDARG00000090708,74.06,71.41,48.7,62.78,63.13,72.57
ENSDARG00000090714,21,37,27,41,38,36
ENSDARG00000090716,2549,3955,2625,3714,2283,3206
ENSDARG00000090720,26.08,24.32,31.26,51.67,34.15,27.91
ENSDARG00000090721,345,523,398,586,244,518
ENSDARG00000090722,1936.45,1687.52,1214.14,1733.69,1636.65,1943.12
ENSDARG00000090724,59,112,67,102,54,97
ENSDARG00000090727,25,94,23,52,13,57
ENSDARG00000090728,3,3,1,0,4,6
ENSDARG00000090730,97,113,72,128,150,116
ENSDARG00000090734,15.4,21.37,24.05,28.38,30.54,28.73
ENSDARG00000090740,55,57,47,75,59,66
ENSDARG00000090741,13,17,9,24,24,21
ENSDARG00000090747,777,940,693,1033,780,984
ENSDARG00000090751,191,216,158.87,231,204,213.83
ENSDARG00000090752,324,448,290,455,291,402
ENSDARG00000090753,13,13,18,21,19,19
ENSDARG00000090764,563,649,441,819,567,667
ENSDARG00000090767,117,129,116,141,121,142
ENSDARG00000090768,7,0,1.58,2,5,1
ENSDARG00000090769,11.92,13.58,18.84,27.45,7.31,19.98
ENSDARG00000090770,261.5,297,238.04,340.97,261.01,342.14
ENSDARG00000090778,231,245,177,261,243,237
ENSDARG00000090783,134.44,97.97,94,247.65,198.19,109.55
ENSDARG00000090785,99,126,73,152,84,136
ENSDARG00000090787,13,26,17,28,7,31
ENSDARG00000090788,1187,1375,931,1520,1355,1391
ENSDARG00000090789,0,0,0,0,0,0
ENSDARG00000090793,240,326,273,393,231,315
ENSDARG00000090797,179,246,192,263,165,206
ENSDARG00000090804,737,760,584,1029,712,849
ENSDARG00000090812,0,2,0,0,0,0
ENSDARG00000090814,65,102,55,110,80,99
ENSDARG00000090815,111,224,145,209,65,173
ENSDARG00000090817,0,1,0,0,0,0
ENSDARG00000090818,84,103,82,130,56,119
ENSDARG00000090820,111,119,66,118,122,122
ENSDARG00000090822,1,2,0,0,0,1
ENSDARG00000090824,7.44,9.96,7.64,13.31,10.92,4.12
ENSDARG00000090830,1043,1396,957,1467,982,1238
ENSDARG00000090833,107,119,83,186,124,121
ENSDARG00000090834,85,89,69,126,82,93
ENSDARG00000090836,211,239,177,306,245,247
ENSDARG00000090839,4,1,5,1,3,2
ENSDARG00000090844,42,45,45,58,60,46
ENSDARG00000090847,548,545,390,715,578,629
ENSDARG00000090850,12549.09,9428.22,7543,13413.99,14046.95,13102.47
ENSDARG00000090851,11,9,8,6,3,8
ENSDARG00000090854,65,56.1,48,71,58,68
ENSDARG00000090861,73,92,59,98,53,85
ENSDARG00000090863,4.16,2.71,0,1.6,4.73,6.14
ENSDARG00000090866,83.02,92.64,87.65,144.75,145.31,121.23
ENSDARG00000090869,0,0,0,0,0,0
ENSDARG00000090870,0,0,2,2,3,4
ENSDARG00000090871,246,263,225,340,312,342
ENSDARG00000090872,2886,3762,2717,3945,3220,3527
ENSDARG00000090873,4,7,10,20,12,6
ENSDARG00000090876,57.03,103.69,65.68,98.62,39.52,85.72
ENSDARG00000090882,36,32,33,46,50,32
ENSDARG00000090883,12,33,18,29,3,32
ENSDARG00000090886,34,35,24,46,43,38
ENSDARG00000090889,22,30,27,37,64,39
ENSDARG00000090890,36,53,41,78,71,61
ENSDARG00000090892,3,6,4,9,7,5
ENSDARG00000090895,1117,1459,1080,1555,1271,1307
ENSDARG00000090899,71,121.15,53,129.18,72.1,89.09
ENSDARG00000090900,9,11,11,13,10,8
ENSDARG00000090901,159.76,126.34,85.48,207.28,149.44,128.14
ENSDARG00000090903,208,217,299,579,348,259
ENSDARG00000090904,46,44,30,52,50,59
ENSDARG00000090910,1,2,2,3,0,4
ENSDARG00000090912,2900.96,2477,2248.83,3648.91,3830.79,3076.88
ENSDARG00000090914,1166,1401,1068,1877,1229,1473
ENSDARG00000090916,5.58,8.84,5.26,11.72,18.48,4.29
ENSDARG00000090929,0,0,0,0,0,0
ENSDARG00000090930,226,285,208,384,184,284
ENSDARG00000090931,1,0,0,1.13,1.61,1
ENSDARG00000090935,24,25.52,21,31,20,25.41
ENSDARG00000090942,72,107,59,110,92,78
ENSDARG00000090943,338,293,239,412,418,348
